# Zini     MH        logAge   Mini            int_IMF        Mass     logL     logTe    logg    label   McoreTP   C_O     period0   period1   period2   period3   period4   pmode   Mloss       tau1m   X        Y        Xc         Xn         Xo         Cexcess   Z         mbolmag   Gmag     G_BPbrmag   G_BPftmag   G_RPmag  
  0.0152   0.01508   7.2      2.0999999046    2.5725615025   2.099    1.318    3.9914   4.359   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2753   0.002708   7.394E-4   0.006716   -1.0      0.01526   1.474     1.65     1.647       1.646       1.658    
  0.0152   0.01508   7.2      2.1500000954    2.574410677    2.149    1.359    3.9993   4.36    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2753   0.002708   7.393E-4   0.006715   -1.0      0.01526   1.372     1.584    1.575       1.574       1.6      
  0.0152   0.01508   7.2      2.2000000477    2.5761635303   2.199    1.4      4.0069   4.36    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2753   0.002708   7.393E-4   0.006715   -1.0      0.01527   1.271     1.519    1.506       1.503       1.543    
  0.0152   0.01508   7.2      2.25            2.5778269768   2.249    1.438    4.0143   4.361   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2753   0.002708   7.393E-4   0.006715   -1.0      0.01527   1.174     1.457    1.44        1.436       1.488    
  0.0152   0.01508   7.2      2.2999999523    2.5794074535   2.299    1.476    4.0214   4.361   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7095   0.2753   0.002708   7.393E-4   0.006715   -1.0      0.01527   1.079     1.396    1.376       1.371       1.434    
  0.0152   0.01508   7.2      2.4000000954    2.5823426247   2.399    1.549    4.0347   4.36    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2753   0.002708   7.393E-4   0.006715   -1.0      0.01526   0.897     1.28     1.254       1.247       1.329    
  0.0152   0.01508   7.2      2.5999999046    2.5874414444   2.6      1.684    4.0592   4.358   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   0.559     1.066    1.029       1.02        1.132    
  0.0152   0.01508   7.2      2.8000001907    2.591711998    2.8      1.809    4.081    4.352   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   0.247     0.867    0.822       0.81        0.946    
  0.0152   0.01508   7.2      3.0             2.5953342915   3.0      1.925    4.1009   4.346   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -0.042    0.683    0.632       0.618       0.774    
  0.0152   0.01508   7.2      3.2000000477    2.598441124    3.199    2.032    4.1188   4.338   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -0.311    0.514    0.457       0.44        0.614    
  0.0152   0.01508   7.2      3.3130590916    2.600007534    3.312    2.09     4.1284   4.334   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -0.455    0.423    0.363       0.345       0.529    
  0.0152   0.01508   7.2      3.4000000954    2.6011312008   3.398    2.133    4.1356   4.33    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -0.563    0.355    0.293       0.275       0.465    
  0.0152   0.01508   7.2      3.6000001431    2.6034805775   3.598    2.228    4.1511   4.322   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -0.801    0.205    0.139       0.118       0.324    
  0.0152   0.01508   7.2      3.8000001907    2.605547905    3.798    2.318    4.1657   4.315   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.024    0.066    -0.005      -0.027      0.192    
  0.0152   0.01508   7.2      4.0             2.6073791981   4.001    2.402    4.1789   4.306   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.235    -0.068   -0.143      -0.166      0.065    
  0.0152   0.01508   7.2      4.1376075745    2.6085216999   4.136    2.457    4.1877   4.3     1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.374    -0.155   -0.233      -0.257      -0.018   
  0.0152   0.01508   7.2      4.1999998093    2.6090114117   4.198    2.482    4.1916   4.297   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.436    -0.194   -0.273      -0.297      -0.054   
  0.0152   0.01508   7.2      4.4000000954    2.6104743481   4.397    2.559    4.2035   4.288   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.627    -0.315   -0.398      -0.424      -0.169   
  0.0152   0.01508   7.2      4.5999999046    2.6117916107   4.597    2.632    4.2148   4.28    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.81     -0.432   -0.518      -0.544      -0.279   
  0.0152   0.01508   7.2      4.6054816246    2.611825943    4.603    2.634    4.2151   4.28    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.815    -0.435   -0.521      -0.547      -0.282   
  0.0152   0.01508   7.2      4.8000001907    2.6129837036   4.798    2.702    4.2257   4.272   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -1.985    -0.543   -0.632      -0.66       -0.385   
  0.0152   0.01508   7.2      5.0             2.6140668392   4.999    2.769    4.2358   4.263   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.153    -0.651   -0.743      -0.772      -0.487   
  0.0152   0.01508   7.2      5.0664744377    2.6144049168   5.066    2.791    4.239    4.26    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.207    -0.686   -0.779      -0.808      -0.521   
  0.0152   0.01508   7.2      5.1999998093    2.6150546074   5.2      2.834    4.2454   4.254   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.314    -0.756   -0.851      -0.88       -0.587   
  0.0152   0.01508   7.2      5.3999996185    2.6159586906   5.401    2.896    4.2547   4.245   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.47     -0.857   -0.955      -0.986      -0.683   
  0.0152   0.01508   7.2      5.4795398712    2.616297245    5.48     2.92     4.2582   4.242   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.53     -0.897   -0.996      -1.027      -0.721   
  0.0152   0.01508   7.2      5.5999994278    2.6167888641   5.601    2.956    4.2635   4.236   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.621    -0.956   -1.056      -1.088      -0.777   
  0.0152   0.01508   7.2      5.714910984     2.617235899    5.716    2.99     4.2684   4.231   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.705    -1.012   -1.113      -1.145      -0.83    
  0.0152   0.01508   7.2      5.8000001907    2.6175537109   5.801    3.014    4.272    4.227   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.766    -1.053   -1.155      -1.187      -0.869   
  0.0152   0.01508   7.2      5.9522867203    2.61809659     5.953    3.057    4.2781   4.22    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.873    -1.124   -1.229      -1.261      -0.937   
  0.0152   0.01508   7.2      6.0             2.6182601452   6.0      3.071    4.28     4.218   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -2.907    -1.146   -1.251      -1.284      -0.958   
  0.0152   0.01508   7.2      6.1999998093    2.6189143658   6.2      3.125    4.2877   4.208   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -3.043    -1.238   -1.346      -1.379      -1.046   
  0.0152   0.01508   7.2      6.2145786285    2.6189601421   6.214    3.129    4.2883   4.207   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -3.053    -1.245   -1.352      -1.386      -1.052   
  0.0152   0.01508   7.2      6.4000000954    2.6195218563   6.399    3.178    4.2951   4.198   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -3.175    -1.329   -1.438      -1.472      -1.132   
  0.0152   0.01508   7.2      6.7853255272    2.6205768585   6.782    3.276    4.3084   4.179   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -3.42     -1.498   -1.611      -1.646      -1.294   
  0.0152   0.01508   7.2      7.0             2.6211071014   6.996    3.33     4.3154   4.167   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -3.554    -1.591   -1.707      -1.743      -1.384   
  0.0152   0.01508   7.2      7.2290706635    2.6216330528   7.226    3.384    4.3224   4.154   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -3.69     -1.688   -1.805      -1.842      -1.477   
  0.0152   0.01508   7.2      7.5870108604    2.6223824024   7.586    3.467    4.3327   4.134   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -3.897    -1.839   -1.958      -1.996      -1.622   
  0.0152   0.01508   7.2      7.9590229988    2.6230795383   7.96     3.551    4.3426   4.11    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.107    -1.993   -2.116      -2.155      -1.772   
  0.0152   0.01508   7.2      8.0             2.6231517792   8.001    3.56     4.3436   4.108   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.13     -2.01    -2.133      -2.172      -1.788   
  0.0152   0.01508   7.2      8.1476612091    2.6234052181   8.148    3.592    4.3472   4.098   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.209    -2.07    -2.194      -2.233      -1.846   
  0.0152   0.01508   7.2      8.4891319275    2.6239526272   8.486    3.664    4.355    4.075   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.39     -2.209   -2.334      -2.375      -1.981   
  0.0152   0.01508   7.2      8.8023366928    2.6244120598   8.797    3.73     4.3615   4.05    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.554    -2.339   -2.466      -2.507      -2.108   
  0.0152   0.01508   7.2      9.0             2.6246831417   8.995    3.771    4.3652   4.034   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.657    -2.422   -2.55       -2.592      -2.189   
  0.0152   0.01508   7.2      9.2100191116    2.6249566078   9.205    3.813    4.3688   4.016   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.763    -2.508   -2.638      -2.679      -2.274   
  0.0152   0.01508   7.2      9.4799022675    2.6252875328   9.476    3.867    4.373    3.992   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -4.897    -2.621   -2.752      -2.794      -2.385   
  0.0152   0.01508   7.2      9.7316951752    2.6255774498   9.729    3.916    4.3764   3.967   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.021    -2.728   -2.86       -2.902      -2.491   
  0.0152   0.01508   7.2      9.9675264359    2.6258335114   9.965    3.963    4.379    3.941   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.138    -2.833   -2.965      -3.008      -2.594   
  0.0152   0.01508   7.2      10.0            2.6258678436   9.998    3.97     4.3793   3.937   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.154    -2.848   -2.98       -3.023      -2.609   
  0.0152   0.01508   7.2      10.205491066    2.6260783672   10.204   4.009    4.3809   3.913   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.253    -2.939   -3.071      -3.114      -2.7     
  0.0152   0.01508   7.2      10.505030632    2.6263685226   10.505   4.066    4.3825   3.875   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.396    -3.076   -3.209      -3.253      -2.837   
  0.0152   0.01508   7.2      10.7801084518   2.6266186237   10.781   4.119    4.383    3.836   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.527    -3.207   -3.341      -3.384      -2.968   
  0.0152   0.01508   7.2      11.0            2.6268081665   11.001   4.161    4.3825   3.8     1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.633    -3.319   -3.452      -3.495      -3.079   
  0.0152   0.01508   7.2      11.2288684845   2.6269965172   11.23    4.205    4.3809   3.76    1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.741    -3.438   -3.571      -3.614      -3.199   
  0.0152   0.01508   7.2      11.534573555    2.6272346973   11.536   4.262    4.3771   3.698   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -5.886    -3.607   -3.739      -3.783      -3.37    
  0.0152   0.01508   7.2      11.7919683456   2.6274244785   11.793   4.312    4.3719   3.638   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -6.009    -3.762   -3.893      -3.936      -3.528   
  0.0152   0.01508   7.2      12.0            2.6275708675   12.001   4.352    4.3656   3.579   1       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   -6.11     -3.901   -4.03       -4.073      -3.669   
